index,element,charge
0,C,-0.041026
1,O,-0.281082
2,C,0.509027
3,C,-0.493717
4,C,0.1841
5,C,-0.563886
6,C,0.783773
7,O,-0.494091
8,O,-0.398994
9,C,0.511385
10,C,-0.392531
11,C,0.062164
12,C,-0.445782
13,C,0.772219
14,O,-0.490178
15,O,-0.355704
16,C,0.469342
17,C,-0.339351
18,C,-0.058414
19,C,-0.232405
20,N,0.812734
21,O,-0.438393
22,O,-0.411014
23,C,0.374895
24,F,-0.13564
25,C,-0.458443
26,C,0.479399
27,F,-0.186881
28,C,-0.479674
29,C,0.466985
30,O,-0.174695
31,C,-0.155196
32,C,-0.441466
33,H,0.097019
34,H,0.065554
35,H,0.067356
36,H,0.180062
37,H,0.093064
38,H,0.197096
39,H,0.119885
40,H,0.190524
41,H,0.155191
42,H,0.229328
43,H,0.202977
44,H,0.123928
45,H,0.090047
46,H,0.087609
47,H,0.142901
